SeniorCitizen,Tenure,MonthlyCharges,Churn,TotalCharges,Gender_Male,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,69,61.65,1,4253.85,False,True,False,True,False,False
0,6,52.66,0,315.96,True,False,False,False,False,True
1,23,48.63,0,1118.49,False,False,True,False,False,False
1,30,108.2,0,3246.0,True,False,True,False,False,False
0,54,36.17,0,1953.18,True,False,True,False,False,True
1,11,38.11,0,419.21,False,True,False,False,False,False
0,31,77.17,1,2392.27,True,True,False,False,False,False
1,6,54.37,0,326.22,True,True,False,True,False,False
0,11,62.15,0,683.65,True,False,False,False,False,True
1,12,100.65,0,1207.8,False,False,True,False,True,False
1,66,110.36,0,7283.76,False,True,False,False,False,False
0,53,99.06,1,5250.18,True,True,False,False,False,False
0,36,43.49,1,1565.64,False,False,True,False,True,False
0,17,118.0,0,2006.0,False,False,True,True,False,False
0,28,56.32,1,1576.96,False,False,False,True,False,False
0,22,36.91,0,812.02,False,False,False,True,False,False
1,7,69.95,0,489.65,True,False,False,False,True,False
0,15,92.53,1,1387.95,True,True,False,True,False,False
0,11,28.33,0,311.63,False,True,False,False,False,False
0,24,83.43,0,2002.32,False,False,True,True,False,False
0,67,105.81,0,7089.27,True,False,False,False,False,False
0,30,46.18,0,1385.4,True,False,True,False,True,False
1,70,89.31,0,6251.7,False,False,False,True,False,False
0,66,59.99,1,3959.34,True,False,False,True,False,False
0,61,61.41,0,3746.01,False,False,False,False,False,False
0,41,48.08,0,1971.28,False,False,False,False,True,False
1,51,82.44,0,4204.44,True,False,True,True,False,False
1,44,56.1,0,2468.4,True,False,True,False,True,False
0,13,103.09,1,1340.17,False,True,False,False,False,False
0,12,116.29,1,1395.48,False,False,False,False,False,False
1,9,113.51,1,1021.59,True,False,True,True,False,False
1,48,36.31,0,1742.88,False,False,False,False,True,False
1,49,21.42,1,1049.58,True,False,False,False,False,False
0,53,63.85,0,3384.05,False,True,False,False,True,False
0,56,92.89,0,5201.84,True,True,False,False,False,True
1,40,117.75,1,4710.0,True,False,True,False,False,True
0,24,98.34,0,2360.16,True,False,True,True,False,False
1,33,78.05,0,2575.65,False,True,False,False,True,False
1,23,22.64,1,520.72,False,False,True,False,True,False
1,54,102.55,1,5537.7,True,False,True,False,False,False
0,53,37.71,0,1998.63,False,True,False,False,True,False
1,49,25.56,1,1252.44,True,False,False,False,True,False
1,49,105.04,1,5146.96,True,False,False,False,False,False
0,60,76.63,1,4597.8,False,True,False,True,False,False
1,65,32.86,0,2135.9,False,False,False,False,False,False
0,32,58.65,0,1876.8,True,False,False,False,False,True
1,21,28.55,1,599.55,False,True,False,False,True,False
0,18,83.8,0,1508.4,False,False,True,False,True,False
1,60,48.24,0,2894.4,True,True,False,True,False,False
1,13,106.61,0,1385.93,True,True,False,False,False,True
1,24,55.78,0,1338.72,False,False,False,False,True,False
1,30,69.46,1,2083.8,True,True,False,False,False,False
1,2,26.35,0,52.7,True,False,False,False,True,False
0,25,47.56,0,1189.0,False,True,False,True,False,False
0,50,87.68,1,4384.0,True,False,True,False,False,False
1,14,93.63,0,1310.82,True,False,False,False,True,False
1,6,44.28,0,265.68,False,True,False,True,False,False
1,30,70.38,0,2111.4,False,False,False,False,False,True
0,30,101.75,0,3052.5,True,True,False,False,False,False
0,38,57.99,1,2203.62,True,True,False,False,False,False
1,58,33.38,0,1936.04,False,True,False,False,False,True
0,41,63.19,0,2590.79,False,False,False,False,False,False
1,57,80.06,1,4563.42,False,False,False,True,False,False
1,36,20.74,0,746.64,False,False,True,False,False,True
1,64,54.86,0,3511.04,True,False,True,False,True,False
0,16,80.74,0,1291.84,False,False,True,True,False,False
1,14,115.19,1,1612.66,False,False,True,False,False,True
1,31,60.85,0,1886.35,True,True,False,False,True,False
1,66,36.3,0,2395.8,False,False,False,True,False,False
0,68,73.42,0,4992.56,True,True,False,True,False,False
0,65,48.58,0,3157.7,False,False,False,False,False,False
0,55,41.48,1,2281.4,False,False,False,False,False,False
1,40,79.04,0,3161.6,False,True,False,False,False,True
0,25,111.59,1,2789.75,True,True,False,False,True,False
1,25,103.52,0,2588.0,True,False,False,True,False,False
0,3,38.23,1,114.69,False,False,True,True,False,False
1,69,96.59,1,6664.71,True,False,True,False,False,True
0,26,42.99,0,1117.74,True,False,False,False,False,False
1,40,49.07,0,1962.8,True,True,False,True,False,False
0,38,112.01,1,4256.38,True,True,False,True,False,False
0,38,111.11,1,4222.18,True,False,False,False,False,False
0,68,36.86,0,2506.48,True,True,False,False,True,False
1,7,26.42,0,184.94,False,False,False,False,True,False
0,30,49.31,1,1479.3,False,False,False,False,False,False
0,19,78.18,0,1485.42,True,False,False,True,False,False
0,35,107.69,0,3769.15,False,True,False,False,False,False
0,33,31.88,1,1052.04,False,False,True,False,True,False
1,33,61.5,1,2029.5,False,False,False,False,False,True
0,38,47.17,1,1792.46,False,True,False,False,False,True
1,10,21.49,0,214.9,True,False,True,False,True,False
1,57,98.84,1,5633.88,False,False,False,False,True,False
1,28,101.33,0,2837.24,False,False,True,False,True,False
1,38,42.12,0,1600.56,True,True,False,False,False,False
0,16,35.12,0,561.92,True,False,True,False,False,True
1,21,34.46,1,723.66,False,False,True,False,True,False
1,6,66.39,0,398.34,False,True,False,True,False,False
1,41,44.65,1,1830.65,False,False,False,False,False,True
1,15,71.14,1,1067.1,False,True,False,False,False,False
0,3,58.49,0,175.47,False,True,False,True,False,False
0,43,41.09,1,1766.87,False,False,False,False,False,False
1,47,95.12,1,4470.64,True,False,False,False,True,False
1,14,35.04,0,490.56,False,True,False,False,True,False
1,66,99.89,0,6592.74,False,False,False,False,True,False
0,29,76.14,0,2208.06,True,False,False,True,False,False
0,4,103.2,0,412.8,True,True,False,False,True,False
0,26,20.48,1,532.48,True,True,False,False,False,True
0,12,94.92,0,1139.04,True,True,False,False,True,False
0,2,25.15,1,50.3,False,True,False,False,False,True
1,17,115.01,1,1955.17,False,False,True,True,False,False
0,35,90.27,0,3159.45,False,False,True,False,False,False
0,10,52.02,0,520.2,False,False,False,False,False,False
1,43,51.99,0,2235.57,False,False,True,False,False,True
0,21,106.15,0,2229.15,False,False,True,True,False,False
0,15,110.28,0,1654.2,True,False,True,False,False,True
0,35,109.16,0,3820.6,False,False,False,False,True,False
1,60,100.87,0,6052.2,True,False,True,False,True,False
0,44,101.9,0,4483.6,True,True,False,False,True,False
1,5,77.28,1,386.4,False,True,False,False,False,False
1,18,22.82,0,410.76,True,False,False,False,False,True
0,21,28.68,0,602.28,False,False,False,True,False,False
0,51,84.96,0,4332.96,True,False,False,False,False,True
0,41,60.12,0,2464.92,False,False,True,False,False,True
0,24,76.73,0,1841.52,True,False,False,False,False,True
1,24,43.11,0,1034.64,False,False,False,False,True,False
0,38,84.94,0,3227.72,False,False,False,False,True,False
1,44,44.28,0,1948.32,False,True,False,False,False,True
1,57,66.08,0,3766.56,False,False,False,False,True,False
1,59,67.87,0,4004.33,False,True,False,False,False,False
1,34,37.77,0,1284.18,True,True,False,False,True,False
1,23,107.62,1,2475.26,True,False,False,False,False,False
0,43,72.58,0,3120.94,True,False,False,False,False,False
1,40,106.68,0,4267.2,False,False,True,False,False,True
1,47,46.25,1,2173.75,True,False,False,False,False,True
0,41,37.23,1,1526.43,False,False,False,False,True,False
0,47,21.8,1,1024.6,False,False,False,True,False,False
1,20,29.39,0,587.8,True,False,False,False,False,True
1,65,34.75,0,2258.75,True,False,False,False,False,False
0,68,27.89,0,1896.52,False,False,False,False,False,False
1,24,109.69,1,2632.56,True,False,True,False,True,False
0,36,111.14,1,4001.04,False,False,True,False,False,False
0,45,113.74,0,5118.3,False,False,False,False,False,True
1,2,115.99,0,231.98,False,False,True,False,True,False
0,28,69.18,0,1937.04,False,True,False,False,True,False
1,26,73.0,0,1898.0,False,False,True,True,False,False
1,23,33.08,1,760.84,True,True,False,False,True,False
1,36,33.71,0,1213.56,True,False,False,True,False,False
0,6,97.28,0,583.68,False,True,False,False,False,True
1,35,105.57,1,3694.95,False,False,False,False,False,False
0,38,98.47,0,3741.86,True,False,True,False,False,True
1,35,103.46,0,3621.1,True,True,False,False,True,False
1,53,47.66,0,2525.98,False,True,False,True,False,False
0,38,66.61,0,2531.18,True,True,False,False,False,False
1,59,65.92,0,3889.28,False,False,False,False,True,False
1,43,119.53,0,5139.79,True,False,False,False,False,True
0,4,114.92,0,459.68,False,False,True,False,True,False
0,5,79.85,0,399.25,True,False,True,True,False,False
0,68,33.8,0,2298.4,False,False,False,False,False,True
1,45,45.86,1,2063.7,True,False,True,False,True,False
0,25,56.38,0,1409.5,True,True,False,True,False,False
0,11,107.32,0,1180.52,False,True,False,False,True,False
1,29,37.06,0,1074.74,True,True,False,True,False,False
0,34,41.97,0,1426.98,False,False,True,False,True,False
1,14,54.94,0,769.16,True,True,False,False,False,True
1,24,112.69,1,2704.56,False,True,False,False,False,True
0,59,70.38,0,4152.42,True,False,False,False,False,True
1,39,84.68,0,3302.52,False,False,False,False,False,True
0,26,58.72,0,1526.72,True,False,True,False,False,True
0,43,38.85,1,1670.55,False,False,False,False,False,False
0,36,42.28,1,1522.08,True,False,True,False,True,False
0,39,100.27,0,3910.53,False,False,True,False,False,True
1,61,109.35,0,6670.35,False,False,False,False,False,False
1,16,69.31,0,1108.96,False,False,False,False,False,False
0,59,55.7,1,3286.3,True,False,True,False,True,False
0,6,100.78,0,604.68,False,False,True,True,False,False
1,56,87.31,0,4889.36,True,False,True,False,True,False
0,8,24.09,0,192.72,False,True,False,False,True,False
1,27,55.07,0,1486.89,True,True,False,True,False,False
0,71,88.22,0,6263.62,False,False,False,True,False,False
1,27,77.37,0,2088.99,True,True,False,False,False,True
1,46,117.81,1,5419.26,True,True,False,True,False,False
1,41,106.61,0,4371.01,False,False,True,True,False,False
0,25,25.97,0,649.25,True,True,False,False,True,False
0,18,92.58,0,1666.44,True,False,False,False,True,False
0,12,53.63,0,643.56,False,True,False,False,True,False
0,51,88.21,0,4498.71,True,True,False,True,False,False
0,39,81.72,1,3187.08,True,True,False,False,False,False
1,10,70.31,0,703.1,True,False,False,False,False,True
1,54,105.29,1,5685.66,False,False,False,False,True,False
1,29,90.87,0,2635.23,True,False,True,False,False,False
1,41,108.96,0,4467.36,False,True,False,False,False,True
1,9,48.16,0,433.44,True,False,True,False,True,False
1,63,54.81,1,3453.03,True,False,True,False,False,False
1,37,82.2,0,3041.4,True,False,False,False,False,True
0,14,116.65,0,1633.1,False,False,True,False,True,False
1,39,57.16,0,2229.24,True,True,False,False,True,False
0,40,23.23,0,929.2,True,False,True,False,False,False
1,54,64.59,0,3487.86,False,False,False,True,False,False
1,3,74.39,0,223.17,True,False,False,True,False,False
0,55,100.1,0,5505.5,False,False,False,False,True,False
1,33,92.86,0,3064.38,False,True,False,False,False,False
0,71,116.47,0,8269.37,True,False,True,True,False,False
1,19,98.27,1,1867.13,False,True,False,True,False,False
0,34,49.86,0,1695.24,True,False,False,True,False,False
1,50,84.14,0,4207.0,False,True,False,False,False,False
0,47,87.22,1,4099.34,False,False,False,False,False,False
